,Date,Day(Eng),Day(Nufi),Date (Jour-Mois-Annee),Date (yyyy-mm-dd),Nufi_Date,Nufi_Full_Date
24,November 25 1993,Thursday,Ncômntēē,25-11-1993,1993 November 25,"līē' 25, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 1993","Ncômntēē, līē' 25, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 1993"
25,November 26 1993,Friday,Nzîngū,26-11-1993,1993 November 26,"līē' 26, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 1993","Nzîngū, līē' 26, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 1993"
26,November 27 1993,Saturday,Nzîsō,27-11-1993,1993 November 27,"līē' 27, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 1993","Nzîsō, līē' 27, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 1993"
27,November 28 1993,Sunday,Nthʉ̂'kwɑ̀,28-11-1993,1993 November 28,"līē' 28, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 1993","Nthʉ̂'kwɑ̀, līē' 28, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 1993"
28,November 29 1993,Monday,Nthʉ̂'ntāā,29-11-1993,1993 November 29,"līē' 29, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 1993","Nthʉ̂'ntāā, līē' 29, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 1993"
29,November 30 1993,Tuesday,Líé'nkwe',30-11-1993,1993 November 30,"līē' 30, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 1993","Líé'nkwe', līē' 30, Nkhʉ̀ɑ̀nʉ̀ɑ̀, Ngù' 1993"
0,December 1 1993,Wednesday,Nkɑ́ɑ́tēē,01-12-1993,1993 December 01,"Ntûmbhì līē', Ncátmɑ̄ŋū, Ngù' 1993","Nkɑ́ɑ́tēē, Ntûmbhì līē', Ncátmɑ̄ŋū, Ngù' 1993"
1,December 2 1993,Thursday,Nshwīe'ko,02-12-1993,1993 December 02,"līē' 2, Ncátmɑ̄ŋū, Ngù' 1993","Nshwīe'ko, līē' 2, Ncátmɑ̄ŋū, Ngù' 1993"
2,December 3 1993,Friday,Ncômntēē,03-12-1993,1993 December 03,"līē' 3, Ncátmɑ̄ŋū, Ngù' 1993","Ncômntēē, līē' 3, Ncátmɑ̄ŋū, Ngù' 1993"
3,December 4 1993,Saturday,Nzîngū,04-12-1993,1993 December 04,"līē' 4, Ncátmɑ̄ŋū, Ngù' 1993","Nzîngū, līē' 4, Ncátmɑ̄ŋū, Ngù' 1993"
4,December 5 1993,Sunday,Nzîsō,05-12-1993,1993 December 05,"līē' 5, Ncátmɑ̄ŋū, Ngù' 1993","Nzîsō, līē' 5, Ncátmɑ̄ŋū, Ngù' 1993"
5,December 6 1993,Monday,Nthʉ̂'kwɑ̀,06-12-1993,1993 December 06,"līē' 6, Ncátmɑ̄ŋū, Ngù' 1993","Nthʉ̂'kwɑ̀, līē' 6, Ncátmɑ̄ŋū, Ngù' 1993"
6,December 7 1993,Tuesday,Nthʉ̂'ntāā,07-12-1993,1993 December 07,"līē' 7, Ncátmɑ̄ŋū, Ngù' 1993","Nthʉ̂'ntāā, līē' 7, Ncátmɑ̄ŋū, Ngù' 1993"
7,December 8 1993,Wednesday,Líé'nkwe',08-12-1993,1993 December 08,"līē' 8, Ncátmɑ̄ŋū, Ngù' 1993","Líé'nkwe', līē' 8, Ncátmɑ̄ŋū, Ngù' 1993"
8,December 9 1993,Thursday,Nkɑ́ɑ́tēē,09-12-1993,1993 December 09,"līē' 9, Ncátmɑ̄ŋū, Ngù' 1993","Nkɑ́ɑ́tēē, līē' 9, Ncátmɑ̄ŋū, Ngù' 1993"
9,December 10 1993,Friday,Nshwīe'ko,10-12-1993,1993 December 10,"līē' 10, Ncátmɑ̄ŋū, Ngù' 1993","Nshwīe'ko, līē' 10, Ncátmɑ̄ŋū, Ngù' 1993"
10,December 11 1993,Saturday,Ncômntēē,11-12-1993,1993 December 11,"līē' 11, Ncátmɑ̄ŋū, Ngù' 1993","Ncômntēē, līē' 11, Ncátmɑ̄ŋū, Ngù' 1993"
11,December 12 1993,Sunday,Nzîngū,12-12-1993,1993 December 12,"līē' 12, Ncátmɑ̄ŋū, Ngù' 1993","Nzîngū, līē' 12, Ncátmɑ̄ŋū, Ngù' 1993"
12,December 13 1993,Monday,Nzîsō,13-12-1993,1993 December 13,"līē' 13, Ncátmɑ̄ŋū, Ngù' 1993","Nzîsō, līē' 13, Ncátmɑ̄ŋū, Ngù' 1993"
13,December 14 1993,Tuesday,Nthʉ̂'kwɑ̀,14-12-1993,1993 December 14,"līē' 14, Ncátmɑ̄ŋū, Ngù' 1993","Nthʉ̂'kwɑ̀, līē' 14, Ncátmɑ̄ŋū, Ngù' 1993"
14,December 15 1993,Wednesday,Nthʉ̂'ntāā,15-12-1993,1993 December 15,"līē' 15, Ncátmɑ̄ŋū, Ngù' 1993","Nthʉ̂'ntāā, līē' 15, Ncátmɑ̄ŋū, Ngù' 1993"
15,December 16 1993,Thursday,Líé'nkwe',16-12-1993,1993 December 16,"līē' 16, Ncátmɑ̄ŋū, Ngù' 1993","Líé'nkwe', līē' 16, Ncátmɑ̄ŋū, Ngù' 1993"
16,December 17 1993,Friday,Nkɑ́ɑ́tēē,17-12-1993,1993 December 17,"līē' 17, Ncátmɑ̄ŋū, Ngù' 1993","Nkɑ́ɑ́tēē, līē' 17, Ncátmɑ̄ŋū, Ngù' 1993"
17,December 18 1993,Saturday,Nshwīe'ko,18-12-1993,1993 December 18,"līē' 18, Ncátmɑ̄ŋū, Ngù' 1993","Nshwīe'ko, līē' 18, Ncátmɑ̄ŋū, Ngù' 1993"
18,December 19 1993,Sunday,Ncômntēē,19-12-1993,1993 December 19,"līē' 19, Ncátmɑ̄ŋū, Ngù' 1993","Ncômntēē, līē' 19, Ncátmɑ̄ŋū, Ngù' 1993"
19,December 20 1993,Monday,Nzîngū,20-12-1993,1993 December 20,"līē' 20, Ncátmɑ̄ŋū, Ngù' 1993","Nzîngū, līē' 20, Ncátmɑ̄ŋū, Ngù' 1993"
20,December 21 1993,Tuesday,Nzîsō,21-12-1993,1993 December 21,"līē' 21, Ncátmɑ̄ŋū, Ngù' 1993","Nzîsō, līē' 21, Ncátmɑ̄ŋū, Ngù' 1993"
21,December 22 1993,Wednesday,Nthʉ̂'kwɑ̀,22-12-1993,1993 December 22,"līē' 22, Ncátmɑ̄ŋū, Ngù' 1993","Nthʉ̂'kwɑ̀, līē' 22, Ncátmɑ̄ŋū, Ngù' 1993"
22,December 23 1993,Thursday,Nthʉ̂'ntāā,23-12-1993,1993 December 23,"līē' 23, Ncátmɑ̄ŋū, Ngù' 1993","Nthʉ̂'ntāā, līē' 23, Ncátmɑ̄ŋū, Ngù' 1993"
23,December 24 1993,Friday,Líé'nkwe',24-12-1993,1993 December 24,"līē' 24, Ncátmɑ̄ŋū, Ngù' 1993","Líé'nkwe', līē' 24, Ncátmɑ̄ŋū, Ngù' 1993"
24,December 25 1993,Saturday,Nkɑ́ɑ́tēē,25-12-1993,1993 December 25,"līē' 25, Ncátmɑ̄ŋū, Ngù' 1993","Nkɑ́ɑ́tēē, līē' 25, Ncátmɑ̄ŋū, Ngù' 1993"
25,December 26 1993,Sunday,Nshwīe'ko,26-12-1993,1993 December 26,"līē' 26, Ncátmɑ̄ŋū, Ngù' 1993","Nshwīe'ko, līē' 26, Ncátmɑ̄ŋū, Ngù' 1993"
26,December 27 1993,Monday,Ncômntēē,27-12-1993,1993 December 27,"līē' 27, Ncátmɑ̄ŋū, Ngù' 1993","Ncômntēē, līē' 27, Ncátmɑ̄ŋū, Ngù' 1993"
27,December 28 1993,Tuesday,Nzîngū,28-12-1993,1993 December 28,"līē' 28, Ncátmɑ̄ŋū, Ngù' 1993","Nzîngū, līē' 28, Ncátmɑ̄ŋū, Ngù' 1993"
28,December 29 1993,Wednesday,Nzîsō,29-12-1993,1993 December 29,"līē' 29, Ncátmɑ̄ŋū, Ngù' 1993","Nzîsō, līē' 29, Ncátmɑ̄ŋū, Ngù' 1993"
29,December 30 1993,Thursday,Nthʉ̂'kwɑ̀,30-12-1993,1993 December 30,"līē' 30, Ncátmɑ̄ŋū, Ngù' 1993","Nthʉ̂'kwɑ̀, līē' 30, Ncátmɑ̄ŋū, Ngù' 1993"
30,December 31 1993,Friday,Nthʉ̂'ntāā,31-12-1993,1993 December 31,"līē' 31, Ncátmɑ̄ŋū, Ngù' 1993","Nthʉ̂'ntāā, līē' 31, Ncátmɑ̄ŋū, Ngù' 1993"
0,January 1 1994,Saturday,Líé'nkwe',01-01-1994,1994 January 01,"Ntûmbhì līē', Ngù'fī, Ngù' 1994","Líé'nkwe', Ntûmbhì līē', Ngù'fī, Ngù' 1994"
1,January 2 1994,Sunday,Nkɑ́ɑ́tēē,02-01-1994,1994 January 02,"līē' 2, Ngù'fī, Ngù' 1994","Nkɑ́ɑ́tēē, līē' 2, Ngù'fī, Ngù' 1994"
2,January 3 1994,Monday,Nshwīe'ko,03-01-1994,1994 January 03,"līē' 3, Ngù'fī, Ngù' 1994","Nshwīe'ko, līē' 3, Ngù'fī, Ngù' 1994"
3,January 4 1994,Tuesday,Ncômntēē,04-01-1994,1994 January 04,"līē' 4, Ngù'fī, Ngù' 1994","Ncômntēē, līē' 4, Ngù'fī, Ngù' 1994"
4,January 5 1994,Wednesday,Nzîngū,05-01-1994,1994 January 05,"līē' 5, Ngù'fī, Ngù' 1994","Nzîngū, līē' 5, Ngù'fī, Ngù' 1994"
5,January 6 1994,Thursday,Nzîsō,06-01-1994,1994 January 06,"līē' 6, Ngù'fī, Ngù' 1994","Nzîsō, līē' 6, Ngù'fī, Ngù' 1994"
6,January 7 1994,Friday,Nthʉ̂'kwɑ̀,07-01-1994,1994 January 07,"līē' 7, Ngù'fī, Ngù' 1994","Nthʉ̂'kwɑ̀, līē' 7, Ngù'fī, Ngù' 1994"
7,January 8 1994,Saturday,Nthʉ̂'ntāā,08-01-1994,1994 January 08,"līē' 8, Ngù'fī, Ngù' 1994","Nthʉ̂'ntāā, līē' 8, Ngù'fī, Ngù' 1994"
8,January 9 1994,Sunday,Líé'nkwe',09-01-1994,1994 January 09,"līē' 9, Ngù'fī, Ngù' 1994","Líé'nkwe', līē' 9, Ngù'fī, Ngù' 1994"
9,January 10 1994,Monday,Nkɑ́ɑ́tēē,10-01-1994,1994 January 10,"līē' 10, Ngù'fī, Ngù' 1994","Nkɑ́ɑ́tēē, līē' 10, Ngù'fī, Ngù' 1994"
10,January 11 1994,Tuesday,Nshwīe'ko,11-01-1994,1994 January 11,"līē' 11, Ngù'fī, Ngù' 1994","Nshwīe'ko, līē' 11, Ngù'fī, Ngù' 1994"
11,January 12 1994,Wednesday,Ncômntēē,12-01-1994,1994 January 12,"līē' 12, Ngù'fī, Ngù' 1994","Ncômntēē, līē' 12, Ngù'fī, Ngù' 1994"
12,January 13 1994,Thursday,Nzîngū,13-01-1994,1994 January 13,"līē' 13, Ngù'fī, Ngù' 1994","Nzîngū, līē' 13, Ngù'fī, Ngù' 1994"
13,January 14 1994,Friday,Nzîsō,14-01-1994,1994 January 14,"līē' 14, Ngù'fī, Ngù' 1994","Nzîsō, līē' 14, Ngù'fī, Ngù' 1994"
14,January 15 1994,Saturday,Nthʉ̂'kwɑ̀,15-01-1994,1994 January 15,"līē' 15, Ngù'fī, Ngù' 1994","Nthʉ̂'kwɑ̀, līē' 15, Ngù'fī, Ngù' 1994"
15,January 16 1994,Sunday,Nthʉ̂'ntāā,16-01-1994,1994 January 16,"līē' 16, Ngù'fī, Ngù' 1994","Nthʉ̂'ntāā, līē' 16, Ngù'fī, Ngù' 1994"
16,January 17 1994,Monday,Líé'nkwe',17-01-1994,1994 January 17,"līē' 17, Ngù'fī, Ngù' 1994","Líé'nkwe', līē' 17, Ngù'fī, Ngù' 1994"
17,January 18 1994,Tuesday,Nkɑ́ɑ́tēē,18-01-1994,1994 January 18,"līē' 18, Ngù'fī, Ngù' 1994","Nkɑ́ɑ́tēē, līē' 18, Ngù'fī, Ngù' 1994"
18,January 19 1994,Wednesday,Nshwīe'ko,19-01-1994,1994 January 19,"līē' 19, Ngù'fī, Ngù' 1994","Nshwīe'ko, līē' 19, Ngù'fī, Ngù' 1994"
19,January 20 1994,Thursday,Ncômntēē,20-01-1994,1994 January 20,"līē' 20, Ngù'fī, Ngù' 1994","Ncômntēē, līē' 20, Ngù'fī, Ngù' 1994"
20,January 21 1994,Friday,Nzîngū,21-01-1994,1994 January 21,"līē' 21, Ngù'fī, Ngù' 1994","Nzîngū, līē' 21, Ngù'fī, Ngù' 1994"
21,January 22 1994,Saturday,Nzîsō,22-01-1994,1994 January 22,"līē' 22, Ngù'fī, Ngù' 1994","Nzîsō, līē' 22, Ngù'fī, Ngù' 1994"
22,January 23 1994,Sunday,Nthʉ̂'kwɑ̀,23-01-1994,1994 January 23,"līē' 23, Ngù'fī, Ngù' 1994","Nthʉ̂'kwɑ̀, līē' 23, Ngù'fī, Ngù' 1994"
23,January 24 1994,Monday,Nthʉ̂'ntāā,24-01-1994,1994 January 24,"līē' 24, Ngù'fī, Ngù' 1994","Nthʉ̂'ntāā, līē' 24, Ngù'fī, Ngù' 1994"
24,January 25 1994,Tuesday,Líé'nkwe',25-01-1994,1994 January 25,"līē' 25, Ngù'fī, Ngù' 1994","Líé'nkwe', līē' 25, Ngù'fī, Ngù' 1994"
25,January 26 1994,Wednesday,Nkɑ́ɑ́tēē,26-01-1994,1994 January 26,"līē' 26, Ngù'fī, Ngù' 1994","Nkɑ́ɑ́tēē, līē' 26, Ngù'fī, Ngù' 1994"
26,January 27 1994,Thursday,Nshwīe'ko,27-01-1994,1994 January 27,"līē' 27, Ngù'fī, Ngù' 1994","Nshwīe'ko, līē' 27, Ngù'fī, Ngù' 1994"
27,January 28 1994,Friday,Ncômntēē,28-01-1994,1994 January 28,"līē' 28, Ngù'fī, Ngù' 1994","Ncômntēē, līē' 28, Ngù'fī, Ngù' 1994"
28,January 29 1994,Saturday,Nzîngū,29-01-1994,1994 January 29,"līē' 29, Ngù'fī, Ngù' 1994","Nzîngū, līē' 29, Ngù'fī, Ngù' 1994"
29,January 30 1994,Sunday,Nzîsō,30-01-1994,1994 January 30,"līē' 30, Ngù'fī, Ngù' 1994","Nzîsō, līē' 30, Ngù'fī, Ngù' 1994"
30,January 31 1994,Monday,Nthʉ̂'kwɑ̀,31-01-1994,1994 January 31,"līē' 31, Ngù'fī, Ngù' 1994","Nthʉ̂'kwɑ̀, līē' 31, Ngù'fī, Ngù' 1994"
0,February 1 1994,Tuesday,Nthʉ̂'ntāā,01-02-1994,1994 February 01,"Ntûmbhì līē', Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nthʉ̂'ntāā, Ntûmbhì līē', Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
1,February 2 1994,Wednesday,Líé'nkwe',02-02-1994,1994 February 02,"līē' 2, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Líé'nkwe', līē' 2, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
2,February 3 1994,Thursday,Nkɑ́ɑ́tēē,03-02-1994,1994 February 03,"līē' 3, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nkɑ́ɑ́tēē, līē' 3, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
3,February 4 1994,Friday,Nshwīe'ko,04-02-1994,1994 February 04,"līē' 4, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nshwīe'ko, līē' 4, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
4,February 5 1994,Saturday,Ncômntēē,05-02-1994,1994 February 05,"līē' 5, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Ncômntēē, līē' 5, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
5,February 6 1994,Sunday,Nzîngū,06-02-1994,1994 February 06,"līē' 6, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nzîngū, līē' 6, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
6,February 7 1994,Monday,Nzîsō,07-02-1994,1994 February 07,"līē' 7, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nzîsō, līē' 7, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
7,February 8 1994,Tuesday,Nthʉ̂'kwɑ̀,08-02-1994,1994 February 08,"līē' 8, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nthʉ̂'kwɑ̀, līē' 8, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
8,February 9 1994,Wednesday,Nthʉ̂'ntāā,09-02-1994,1994 February 09,"līē' 9, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nthʉ̂'ntāā, līē' 9, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
9,February 10 1994,Thursday,Líé'nkwe',10-02-1994,1994 February 10,"līē' 10, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Líé'nkwe', līē' 10, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
10,February 11 1994,Friday,Nkɑ́ɑ́tēē,11-02-1994,1994 February 11,"līē' 11, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nkɑ́ɑ́tēē, līē' 11, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
11,February 12 1994,Saturday,Nshwīe'ko,12-02-1994,1994 February 12,"līē' 12, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nshwīe'ko, līē' 12, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
12,February 13 1994,Sunday,Ncômntēē,13-02-1994,1994 February 13,"līē' 13, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Ncômntēē, līē' 13, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
13,February 14 1994,Monday,Nzîngū,14-02-1994,1994 February 14,"līē' 14, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nzîngū, līē' 14, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
14,February 15 1994,Tuesday,Nzîsō,15-02-1994,1994 February 15,"līē' 15, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nzîsō, līē' 15, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
15,February 16 1994,Wednesday,Nthʉ̂'kwɑ̀,16-02-1994,1994 February 16,"līē' 16, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nthʉ̂'kwɑ̀, līē' 16, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
16,February 17 1994,Thursday,Nthʉ̂'ntāā,17-02-1994,1994 February 17,"līē' 17, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nthʉ̂'ntāā, līē' 17, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
17,February 18 1994,Friday,Líé'nkwe',18-02-1994,1994 February 18,"līē' 18, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Líé'nkwe', līē' 18, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
18,February 19 1994,Saturday,Nkɑ́ɑ́tēē,19-02-1994,1994 February 19,"līē' 19, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nkɑ́ɑ́tēē, līē' 19, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
19,February 20 1994,Sunday,Nshwīe'ko,20-02-1994,1994 February 20,"līē' 20, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nshwīe'ko, līē' 20, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
20,February 21 1994,Monday,Ncômntēē,21-02-1994,1994 February 21,"līē' 21, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Ncômntēē, līē' 21, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
21,February 22 1994,Tuesday,Nzîngū,22-02-1994,1994 February 22,"līē' 22, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nzîngū, līē' 22, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
22,February 23 1994,Wednesday,Nzîsō,23-02-1994,1994 February 23,"līē' 23, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nzîsō, līē' 23, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
23,February 24 1994,Thursday,Nthʉ̂'kwɑ̀,24-02-1994,1994 February 24,"līē' 24, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nthʉ̂'kwɑ̀, līē' 24, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
24,February 25 1994,Friday,Nthʉ̂'ntāā,25-02-1994,1994 February 25,"līē' 25, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nthʉ̂'ntāā, līē' 25, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
25,February 26 1994,Saturday,Líé'nkwe',26-02-1994,1994 February 26,"līē' 26, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Líé'nkwe', līē' 26, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
26,February 27 1994,Sunday,Nkɑ́ɑ́tēē,27-02-1994,1994 February 27,"līē' 27, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nkɑ́ɑ́tēē, līē' 27, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
27,February 28 1994,Monday,Nshwīe'ko,28-02-1994,1994 February 28,"līē' 28, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994","Nshwīe'ko, līē' 28, Nkùɑ̀nʉ̀ɑ̀, Ngù' 1994"
0,March 1 1994,Tuesday,Ncômntēē,01-03-1994,1994 March 01,"Ntûmbhì līē', Mbàkngòfāt, Ngù' 1994","Ncômntēē, Ntûmbhì līē', Mbàkngòfāt, Ngù' 1994"
1,March 2 1994,Wednesday,Nzîngū,02-03-1994,1994 March 02,"līē' 2, Mbàkngòfāt, Ngù' 1994","Nzîngū, līē' 2, Mbàkngòfāt, Ngù' 1994"
2,March 3 1994,Thursday,Nzîsō,03-03-1994,1994 March 03,"līē' 3, Mbàkngòfāt, Ngù' 1994","Nzîsō, līē' 3, Mbàkngòfāt, Ngù' 1994"
3,March 4 1994,Friday,Nthʉ̂'kwɑ̀,04-03-1994,1994 March 04,"līē' 4, Mbàkngòfāt, Ngù' 1994","Nthʉ̂'kwɑ̀, līē' 4, Mbàkngòfāt, Ngù' 1994"
4,March 5 1994,Saturday,Nthʉ̂'ntāā,05-03-1994,1994 March 05,"līē' 5, Mbàkngòfāt, Ngù' 1994","Nthʉ̂'ntāā, līē' 5, Mbàkngòfāt, Ngù' 1994"
5,March 6 1994,Sunday,Líé'nkwe',06-03-1994,1994 March 06,"līē' 6, Mbàkngòfāt, Ngù' 1994","Líé'nkwe', līē' 6, Mbàkngòfāt, Ngù' 1994"
6,March 7 1994,Monday,Nkɑ́ɑ́tēē,07-03-1994,1994 March 07,"līē' 7, Mbàkngòfāt, Ngù' 1994","Nkɑ́ɑ́tēē, līē' 7, Mbàkngòfāt, Ngù' 1994"
7,March 8 1994,Tuesday,Nshwīe'ko,08-03-1994,1994 March 08,"līē' 8, Mbàkngòfāt, Ngù' 1994","Nshwīe'ko, līē' 8, Mbàkngòfāt, Ngù' 1994"
8,March 9 1994,Wednesday,Ncômntēē,09-03-1994,1994 March 09,"līē' 9, Mbàkngòfāt, Ngù' 1994","Ncômntēē, līē' 9, Mbàkngòfāt, Ngù' 1994"
9,March 10 1994,Thursday,Nzîngū,10-03-1994,1994 March 10,"līē' 10, Mbàkngòfāt, Ngù' 1994","Nzîngū, līē' 10, Mbàkngòfāt, Ngù' 1994"
10,March 11 1994,Friday,Nzîsō,11-03-1994,1994 March 11,"līē' 11, Mbàkngòfāt, Ngù' 1994","Nzîsō, līē' 11, Mbàkngòfāt, Ngù' 1994"
11,March 12 1994,Saturday,Nthʉ̂'kwɑ̀,12-03-1994,1994 March 12,"līē' 12, Mbàkngòfāt, Ngù' 1994","Nthʉ̂'kwɑ̀, līē' 12, Mbàkngòfāt, Ngù' 1994"
12,March 13 1994,Sunday,Nthʉ̂'ntāā,13-03-1994,1994 March 13,"līē' 13, Mbàkngòfāt, Ngù' 1994","Nthʉ̂'ntāā, līē' 13, Mbàkngòfāt, Ngù' 1994"
13,March 14 1994,Monday,Líé'nkwe',14-03-1994,1994 March 14,"līē' 14, Mbàkngòfāt, Ngù' 1994","Líé'nkwe', līē' 14, Mbàkngòfāt, Ngù' 1994"
14,March 15 1994,Tuesday,Nkɑ́ɑ́tēē,15-03-1994,1994 March 15,"līē' 15, Mbàkngòfāt, Ngù' 1994","Nkɑ́ɑ́tēē, līē' 15, Mbàkngòfāt, Ngù' 1994"
15,March 16 1994,Wednesday,Nshwīe'ko,16-03-1994,1994 March 16,"līē' 16, Mbàkngòfāt, Ngù' 1994","Nshwīe'ko, līē' 16, Mbàkngòfāt, Ngù' 1994"
16,March 17 1994,Thursday,Ncômntēē,17-03-1994,1994 March 17,"līē' 17, Mbàkngòfāt, Ngù' 1994","Ncômntēē, līē' 17, Mbàkngòfāt, Ngù' 1994"
17,March 18 1994,Friday,Nzîngū,18-03-1994,1994 March 18,"līē' 18, Mbàkngòfāt, Ngù' 1994","Nzîngū, līē' 18, Mbàkngòfāt, Ngù' 1994"
18,March 19 1994,Saturday,Nzîsō,19-03-1994,1994 March 19,"līē' 19, Mbàkngòfāt, Ngù' 1994","Nzîsō, līē' 19, Mbàkngòfāt, Ngù' 1994"
19,March 20 1994,Sunday,Nthʉ̂'kwɑ̀,20-03-1994,1994 March 20,"līē' 20, Mbàkngòfāt, Ngù' 1994","Nthʉ̂'kwɑ̀, līē' 20, Mbàkngòfāt, Ngù' 1994"
20,March 21 1994,Monday,Nthʉ̂'ntāā,21-03-1994,1994 March 21,"līē' 21, Mbàkngòfāt, Ngù' 1994","Nthʉ̂'ntāā, līē' 21, Mbàkngòfāt, Ngù' 1994"
21,March 22 1994,Tuesday,Líé'nkwe',22-03-1994,1994 March 22,"līē' 22, Mbàkngòfāt, Ngù' 1994","Líé'nkwe', līē' 22, Mbàkngòfāt, Ngù' 1994"
22,March 23 1994,Wednesday,Nkɑ́ɑ́tēē,23-03-1994,1994 March 23,"līē' 23, Mbàkngòfāt, Ngù' 1994","Nkɑ́ɑ́tēē, līē' 23, Mbàkngòfāt, Ngù' 1994"
23,March 24 1994,Thursday,Nshwīe'ko,24-03-1994,1994 March 24,"līē' 24, Mbàkngòfāt, Ngù' 1994","Nshwīe'ko, līē' 24, Mbàkngòfāt, Ngù' 1994"
24,March 25 1994,Friday,Ncômntēē,25-03-1994,1994 March 25,"līē' 25, Mbàkngòfāt, Ngù' 1994","Ncômntēē, līē' 25, Mbàkngòfāt, Ngù' 1994"
25,March 26 1994,Saturday,Nzîngū,26-03-1994,1994 March 26,"līē' 26, Mbàkngòfāt, Ngù' 1994","Nzîngū, līē' 26, Mbàkngòfāt, Ngù' 1994"
26,March 27 1994,Sunday,Nzîsō,27-03-1994,1994 March 27,"līē' 27, Mbàkngòfāt, Ngù' 1994","Nzîsō, līē' 27, Mbàkngòfāt, Ngù' 1994"
27,March 28 1994,Monday,Nthʉ̂'kwɑ̀,28-03-1994,1994 March 28,"līē' 28, Mbàkngòfāt, Ngù' 1994","Nthʉ̂'kwɑ̀, līē' 28, Mbàkngòfāt, Ngù' 1994"
28,March 29 1994,Tuesday,Nthʉ̂'ntāā,29-03-1994,1994 March 29,"līē' 29, Mbàkngòfāt, Ngù' 1994","Nthʉ̂'ntāā, līē' 29, Mbàkngòfāt, Ngù' 1994"
